cuda
Files already downloaded and verified
Files already downloaded and verified
Epoch:  0 Batch:   1 Loss: ['2.6048', '1.4299', '0.4677'] Accuracy Train: ['9.0%', '8.33%', '9.33%']%
Epoch:  0 Batch:  11 Loss: ['1.6215', '0.8782', '0.3872'] Accuracy Train: ['30.8%', '25.9%', '18.6%']%
Epoch:  0 Batch:  21 Loss: ['1.5201', '0.8365', '0.3719'] Accuracy Train: ['37.3%', '31.0%', '23.3%']%
Epoch:  0 Batch:  31 Loss: ['1.4115', '0.7589', '0.3396'] Accuracy Train: ['41.6%', '35.0%', '26.4%']%
Epoch:  0 Batch:  41 Loss: ['1.2780', '0.6771', '0.3067'] Accuracy Train: ['44.1%', '38.1%', '29.0%']%
Epoch:  0 Batch:  51 Loss: ['1.2086', '0.6346', '0.2926'] Accuracy Train: ['46.3%', '40.8%', '31.7%']%
Epoch:  0 Batch:  61 Loss: ['1.2115', '0.6196', '0.2742'] Accuracy Train: ['48.1%', '43.0%', '34.0%']%
Epoch:  0 Batch:  71 Loss: ['1.0566', '0.5565', '0.2597'] Accuracy Train: ['49.8%', '45.2%', '36.2%']%
Epoch:  0 Batch:  81 Loss: ['1.0527', '0.5329', '0.2442'] Accuracy Train: ['51.4%', '47.1%', '38.4%']%

Tests: 10000 | Loss: ['1.05', '1.08', '1.32'] | Accuracy Test: ['64.06%', '61.77%', '53.24%'] | Times: [['7.51ms', '11.89ms'], ['9.22ms', '5.98ms'], ['8.86ms', '5.33ms']] | CNFs: ['0.59', '0.61', '0.58']

Epoch:  1 Batch:   1 Loss: ['1.0068', '0.5136', '0.2505'] Accuracy Train: ['63.7%', '62.2%', '53.7%']%
Epoch:  1 Batch:  11 Loss: ['1.0428', '0.5170', '0.2502'] Accuracy Train: ['65.4%', '63.2%', '53.1%']%
Epoch:  1 Batch:  21 Loss: ['0.8761', '0.4383', '0.2121'] Accuracy Train: ['66.0%', '64.2%', '54.9%']%
Epoch:  1 Batch:  31 Loss: ['0.9055', '0.4416', '0.2300'] Accuracy Train: ['66.6%', '65.2%', '56.4%']%
Epoch:  1 Batch:  41 Loss: ['0.9238', '0.4343', '0.2039'] Accuracy Train: ['67.2%', '66.1%', '57.7%']%
Epoch:  1 Batch:  51 Loss: ['0.8984', '0.4458', '0.2186'] Accuracy Train: ['67.5%', '66.7%', '58.6%']%
Epoch:  1 Batch:  61 Loss: ['0.9136', '0.4044', '0.2009'] Accuracy Train: ['67.8%', '67.4%', '59.5%']%
Epoch:  1 Batch:  71 Loss: ['0.9054', '0.4268', '0.2016'] Accuracy Train: ['68.0%', '67.9%', '60.1%']%
Epoch:  1 Batch:  81 Loss: ['0.8541', '0.3915', '0.1875'] Accuracy Train: ['68.3%', '68.5%', '61.0%']%

Tests: 10000 | Loss: ['0.86', '0.78', '0.97'] | Accuracy Test: ['69.90%', '73.08%', '66.26%'] | Times: [['7.80ms', '11.86ms'], ['9.00ms', '6.12ms'], ['8.93ms', '5.70ms']] | CNFs: ['0.68', '0.72', '0.66']

Epoch:  2 Batch:   1 Loss: ['0.7640', '0.3498', '0.1911'] Accuracy Train: ['73.3%', '76.8%', '66.8%']%
Epoch:  2 Batch:  11 Loss: ['0.7451', '0.3192', '0.1612'] Accuracy Train: ['74.0%', '75.7%', '68.4%']%
Epoch:  2 Batch:  21 Loss: ['0.8642', '0.3911', '0.1839'] Accuracy Train: ['73.4%', '75.6%', '68.5%']%
Epoch:  2 Batch:  31 Loss: ['0.7415', '0.3498', '0.1753'] Accuracy Train: ['73.7%', '75.7%', '68.9%']%
Epoch:  2 Batch:  41 Loss: ['0.6950', '0.2928', '0.1639'] Accuracy Train: ['73.9%', '75.9%', '69.2%']%
Epoch:  2 Batch:  51 Loss: ['0.7212', '0.3152', '0.1674'] Accuracy Train: ['73.9%', '76.3%', '69.7%']%
Epoch:  2 Batch:  61 Loss: ['0.7293', '0.3461', '0.1674'] Accuracy Train: ['74.3%', '76.5%', '70.0%']%
Epoch:  2 Batch:  71 Loss: ['0.7871', '0.3648', '0.1663'] Accuracy Train: ['74.3%', '76.5%', '70.3%']%
Epoch:  2 Batch:  81 Loss: ['0.6658', '0.3015', '0.1538'] Accuracy Train: ['74.5%', '76.7%', '70.6%']%

Tests: 10000 | Loss: ['0.78', '0.72', '0.83'] | Accuracy Test: ['73.40%', '75.59%', '71.71%'] | Times: [['7.22ms', '11.08ms'], ['8.44ms', '5.54ms'], ['8.24ms', '5.14ms']] | CNFs: ['0.72', '0.77', '0.71']

Epoch:  3 Batch:   1 Loss: ['0.6576', '0.2992', '0.1509'] Accuracy Train: ['78.5%', '79.0%', '75.0%']%
Epoch:  3 Batch:  11 Loss: ['0.6271', '0.2712', '0.1403'] Accuracy Train: ['77.2%', '79.8%', '74.3%']%
Epoch:  3 Batch:  21 Loss: ['0.6388', '0.2533', '0.1372'] Accuracy Train: ['77.7%', '80.7%', '75.1%']%
Epoch:  3 Batch:  31 Loss: ['0.6698', '0.2962', '0.1471'] Accuracy Train: ['77.8%', '80.9%', '75.2%']%
Epoch:  3 Batch:  41 Loss: ['0.6160', '0.2594', '0.1303'] Accuracy Train: ['78.0%', '81.0%', '75.5%']%
Epoch:  3 Batch:  51 Loss: ['0.6612', '0.2832', '0.1558'] Accuracy Train: ['78.0%', '81.1%', '75.5%']%
Epoch:  3 Batch:  61 Loss: ['0.5466', '0.2327', '0.1277'] Accuracy Train: ['78.3%', '81.3%', '75.7%']%
Epoch:  3 Batch:  71 Loss: ['0.6380', '0.2649', '0.1317'] Accuracy Train: ['78.3%', '81.3%', '75.7%']%
Epoch:  3 Batch:  81 Loss: ['0.6313', '0.2588', '0.1283'] Accuracy Train: ['78.4%', '81.3%', '75.9%']%

Tests: 10000 | Loss: ['0.70', '0.60', '0.70'] | Accuracy Test: ['75.92%', '79.64%', '76.11%'] | Times: [['6.95ms', '10.90ms'], ['8.47ms', '5.55ms'], ['8.19ms', '5.07ms']] | CNFs: ['0.75', '0.80', '0.77']

Epoch:  4 Batch:   1 Loss: ['0.5795', '0.2511', '0.1248'] Accuracy Train: ['79.8%', '81.5%', '78.5%']%
Epoch:  4 Batch:  11 Loss: ['0.5062', '0.2156', '0.1249'] Accuracy Train: ['82.6%', '84.9%', '79.6%']%
Epoch:  4 Batch:  21 Loss: ['0.5737', '0.2502', '0.1359'] Accuracy Train: ['82.4%', '84.9%', '79.2%']%
Epoch:  4 Batch:  31 Loss: ['0.5229', '0.2021', '0.1163'] Accuracy Train: ['82.1%', '84.9%', '79.3%']%
Epoch:  4 Batch:  41 Loss: ['0.5963', '0.2348', '0.1229'] Accuracy Train: ['81.7%', '84.7%', '79.3%']%
Epoch:  4 Batch:  51 Loss: ['0.5725', '0.2585', '0.1241'] Accuracy Train: ['81.6%', '84.6%', '79.5%']%
Epoch:  4 Batch:  61 Loss: ['0.6213', '0.2613', '0.1292'] Accuracy Train: ['81.6%', '84.5%', '79.5%']%
Epoch:  4 Batch:  71 Loss: ['0.5426', '0.2231', '0.1198'] Accuracy Train: ['81.6%', '84.6%', '79.5%']%
Epoch:  4 Batch:  81 Loss: ['0.5095', '0.2107', '0.1077'] Accuracy Train: ['81.6%', '84.7%', '79.6%']%

Tests: 10000 | Loss: ['0.70', '0.57', '0.66'] | Accuracy Test: ['76.28%', '80.97%', '78.37%'] | Times: [['7.08ms', '10.96ms'], ['8.39ms', '5.49ms'], ['8.34ms', '5.23ms']] | CNFs: ['0.77', '0.83', '0.81']


Duration: 127 seconds

Tests: 10000 | Loss: ['0.70', '0.57', '0.66'] | Accuracy Test: ['76.28%', '80.97%', '78.59%'] | Times: [['6.89ms', '10.88ms'], ['8.35ms', '5.50ms'], ['8.25ms', '5.05ms']] | CNFs: ['0.77', '0.83', '0.81']

Correct: 3 - [[0.30146875977516174, 3], [0.7215815186500549, 3], [0.4469303488731384, 3]]
Correct: 4 - [[0.5301046967506409, 4], [0.7982937693595886, 4], [0.5456797480583191, 4]]
Correct: 8 - [[0.4173460900783539, 3], [0.3888990879058838, 2], [0.3362037241458893, 3]]
Correct: 9 - [[0.30218803882598877, 9], [0.5540302991867065, 9], [0.383754163980484, 9]]
Correct: 8 - [[0.4778321385383606, 9], [0.3981897532939911, 6], [0.41522952914237976, 1]]
Correct: 6 - [[0.5994195342063904, 3], [0.5157462358474731, 6], [0.4018736779689789, 3]]
Correct: 0 - [[0.490566223859787, 7], [0.2938844561576843, 2], [0.41219255328178406, 9]]
Correct: 0 - [[0.5088883638381958, 0], [0.3199719190597534, 0], [0.567846953868866, 9]]
Correct: 8 - [[0.46312350034713745, 9], [0.3441939651966095, 0], [0.21858994662761688, 8]]
Correct: 2 - [[0.4874856472015381, 2], [0.5774877667427063, 2], [0.22076022624969482, 6]]
Correct: 7 - [[0.3357740342617035, 2], [0.4901905953884125, 2], [0.5191277861595154, 7]]
Correct: 4 - [[0.37528523802757263, 2], [0.6775170564651489, 2], [0.20997904241085052, 6]]
Correct: 2 - [[0.32421743869781494, 3], [0.5756832361221313, 3], [0.25391489267349243, 2]]
Correct: 5 - [[0.6915403008460999, 7], [0.5170676112174988, 7], [0.5960329174995422, 7]]
Correct: 6 - [[0.40840020775794983, 3], [0.5724164247512817, 6], [0.830467164516449, 6]]
Correct: 0 - [[0.30328765511512756, 9], [0.4477965235710144, 1], [0.5458905100822449, 1]]
Correct: 5 - [[0.326495885848999, 3], [0.45289841294288635, 3], [0.2943928837776184, 5]]
Correct: 8 - [[0.293971449136734, 3], [0.5255768299102783, 2], [0.2267516851425171, 8]]
Correct: 4 - [[0.40656915307044983, 3], [0.4236695468425751, 4], [0.3984139561653137, 7]]
Correct: 1 - [[0.4801415205001831, 1], [0.3529796004295349, 1], [0.31293755769729614, 1]]
Correct: 9 - [[0.5451317429542542, 3], [0.48978936672210693, 3], [0.4103418290615082, 3]]
Correct: 0 - [[0.4146744906902313, 0], [0.7031439542770386, 0], [0.5706430077552795, 0]]
Correct: 1 - [[0.3404711186885834, 9], [0.7407717704772949, 1], [0.4205419719219208, 1]]
Correct: 4 - [[0.5130816698074341, 9], [0.37746885418891907, 2], [0.5324642062187195, 9]]
Correct: 4 - [[0.2975586950778961, 7], [0.45185142755508423, 4], [0.7071895003318787, 4]]
Correct: 8 - [[0.4674893319606781, 9], [0.29181811213493347, 9], [0.4759093225002289, 9]]
Correct: 4 - [[0.4628757834434509, 4], [0.9388834238052368, 4], [0.8771784901618958, 4]]
Correct: 9 - [[0.4154655337333679, 9], [0.7215626835823059, 9], [0.3206866383552551, 6]]
Correct: 6 - [[0.43073728680610657, 2], [0.9431731104850769, 6], [0.407177209854126, 6]]
Correct: 0 - [[0.2734355628490448, 7], [0.4551607072353363, 9], [0.24076251685619354, 1]]
Correct: 7 - [[0.2022828757762909, 9], [0.2681737542152405, 0], [0.27106308937072754, 1]]
Correct: 7 - [[0.39180269837379456, 2], [0.5892578363418579, 2], [0.40965113043785095, 7]]
Correct: 6 - [[0.4417247474193573, 3], [0.7809098958969116, 3], [0.3569495975971222, 3]]
Correct: 8 - [[0.35141801834106445, 2], [0.4226353168487549, 0], [0.24704842269420624, 2]]
Correct: 9 - [[0.643674910068512, 9], [0.5168811678886414, 9], [0.352034330368042, 9]]
Correct: 6 - [[0.5279483795166016, 7], [0.4344247877597809, 7], [0.21600395441055298, 3]]
Correct: 2 - [[0.38345280289649963, 2], [0.6352792978286743, 2], [0.23594364523887634, 2]]
Correct: 0 - [[0.5903051495552063, 2], [0.9153546094894409, 2], [0.21636128425598145, 9]]
Correct: 4 - [[0.8478888869285583, 4], [0.9802871346473694, 4], [0.8254492282867432, 4]]
Correct: 9 - [[0.4687168300151825, 9], [0.8199535608291626, 9], [0.9740162491798401, 9]]
Correct: 4 - [[0.571660041809082, 2], [0.6273584961891174, 2], [0.27765652537345886, 9]]
Correct: 9 - [[0.952124834060669, 9], [0.9809806942939758, 9], [0.8271154165267944, 9]]
Correct: 3 - [[0.278749942779541, 3], [0.37184199690818787, 3], [0.33907291293144226, 4]]
Correct: 9 - [[0.4372427463531494, 9], [0.7949023246765137, 9], [0.7185887098312378, 9]]
Correct: 6 - [[0.250104159116745, 9], [0.742053210735321, 2], [0.22939427196979523, 2]]
Correct: 6 - [[0.2793504595756531, 3], [0.7418897151947021, 3], [0.5780050158500671, 3]]
Correct: 7 - [[0.24641498923301697, 7], [0.5378181338310242, 7], [0.4738573133945465, 7]]
Correct: 0 - [[0.3495444059371948, 0], [0.38133704662323, 0], [0.6628533601760864, 4]]
Correct: 9 - [[0.35464930534362793, 9], [0.6745678782463074, 9], [0.23111025989055634, 9]]
Correct: 7 - [[0.5789667963981628, 7], [0.42074570059776306, 2], [0.18699607253074646, 2]]
Correct: 1 - [[0.2145572453737259, 9], [0.35265424847602844, 1], [0.6443314552307129, 1]]
Correct: 8 - [[0.25662288069725037, 9], [0.25451570749282837, 2], [0.29249829053878784, 9]]
Correct: 6 - [[0.346231073141098, 9], [0.4025563597679138, 3], [0.43295374512672424, 6]]
Correct: 0 - [[0.2581644356250763, 7], [0.4223560690879822, 4], [0.4395173490047455, 4]]
Correct: 6 - [[0.36578425765037537, 3], [0.341183066368103, 3], [0.364602655172348, 3]]
Correct: 7 - [[0.3885171115398407, 7], [0.24506837129592896, 4], [0.21770355105400085, 2]]
Correct: 4 - [[0.5010366439819336, 4], [0.40447041392326355, 4], [0.4022720158100128, 7]]
Correct: 1 - [[0.4110201597213745, 9], [0.4388417899608612, 9], [0.39427921175956726, 6]]
Correct: 9 - [[0.22950078547000885, 9], [0.38704606890678406, 9], [0.2418273240327835, 4]]
Correct: 4 - [[0.4164744019508362, 2], [0.4904267191886902, 3], [0.5183306336402893, 2]]
Correct: 6 - [[0.4776328206062317, 6], [0.7507278919219971, 6], [0.6483991742134094, 6]]
Correct: 7 - [[0.3154217302799225, 7], [0.31513506174087524, 2], [0.31378257274627686, 7]]
Correct: 9 - [[0.6197916269302368, 9], [0.6907086372375488, 9], [0.4309062063694, 9]]
Correct: 8 - [[0.4589892029762268, 9], [0.26310473680496216, 2], [0.25195619463920593, 9]]
Correct: 3 - [[0.5899372696876526, 3], [0.40731674432754517, 3], [0.3124811351299286, 6]]
Correct: 9 - [[0.3228176236152649, 2], [0.5719510316848755, 2], [0.37775304913520813, 2]]
Correct: 2 - [[0.3097630739212036, 0], [0.5064921379089355, 2], [0.28729432821273804, 0]]
Correct: 1 - [[0.333262175321579, 9], [0.37967896461486816, 1], [0.39009198546409607, 8]]
Correct: 2 - [[0.4380475580692291, 9], [0.4271984100341797, 2], [0.3930722773075104, 7]]
Correct: 7 - [[0.4298616945743561, 7], [0.3190997540950775, 2], [0.6955229043960571, 9]]
Correct: 6 - [[0.1877434402704239, 4], [0.39809995889663696, 2], [0.29666760563850403, 4]]
Correct: 1 - [[0.29874682426452637, 9], [0.25638583302497864, 2], [0.24324482679367065, 6]]
Correct: 0 - [[0.454611212015152, 0], [0.8365480899810791, 2], [0.2982211410999298, 0]]
Correct: 0 - [[0.3431684672832489, 2], [0.5251297354698181, 2], [0.2464144080877304, 6]]
Correct: 5 - [[0.5013166666030884, 2], [0.3805125951766968, 2], [0.1822545975446701, 6]]
Correct: 6 - [[0.2889788746833801, 4], [0.48611778020858765, 4], [0.6131445169448853, 4]]
Correct: 0 - [[0.24062101542949677, 3], [0.4123384952545166, 7], [0.33012887835502625, 7]]
Correct: 4 - [[0.28064385056495667, 7], [0.6895155310630798, 4], [0.39303717017173767, 4]]
Correct: 3 - [[0.30158501863479614, 3], [0.5794433951377869, 3], [0.36194634437561035, 3]]
Correct: 2 - [[0.28658783435821533, 3], [0.3239049017429352, 4], [0.23539242148399353, 4]]
Correct: 8 - [[0.3763085603713989, 9], [0.3726029396057129, 2], [0.25299346446990967, 1]]
Correct: 8 - [[0.3115917444229126, 9], [0.5322059988975525, 2], [0.312966525554657, 9]]
Correct: 0 - [[0.3055736720561981, 9], [0.5837670564651489, 0], [0.4789969325065613, 1]]
Correct: 6 - [[0.41528627276420593, 9], [0.5208665132522583, 6], [0.8237082958221436, 6]]
Correct: 9 - [[0.540401816368103, 9], [0.5413442850112915, 2], [0.28022465109825134, 9]]
Correct: 5 - [[0.35573896765708923, 4], [0.44351062178611755, 4], [0.26171445846557617, 2]]
Correct: 2 - [[0.46651533246040344, 2], [0.7539317607879639, 2], [0.3119489550590515, 9]]
Correct: 8 - [[0.3310346305370331, 9], [0.5430891513824463, 8], [0.33686959743499756, 6]]
Correct: 7 - [[0.45258739590644836, 9], [0.5779523253440857, 2], [0.2770111858844757, 9]]
Correct: 0 - [[0.2846790552139282, 3], [0.4843495190143585, 4], [0.2788560390472412, 4]]
Correct: 6 - [[0.2039492279291153, 2], [0.19291162490844727, 6], [0.37290066480636597, 6]]
Correct: 5 - [[0.3792005479335785, 2], [0.4013272821903229, 9], [0.30713847279548645, 3]]
Correct: 9 - [[0.5930760502815247, 9], [0.4641589820384979, 2], [0.28661787509918213, 2]]
Correct: 7 - [[0.6860705018043518, 7], [0.7916543483734131, 4], [0.8076509833335876, 4]]
Correct: 2 - [[0.21486689150333405, 0], [0.4749599099159241, 2], [0.37825483083724976, 4]]
Correct: 3 - [[0.292658269405365, 7], [0.37628981471061707, 4], [0.6017407178878784, 4]]
Correct: 6 - [[0.38897112011909485, 6], [0.5329155921936035, 6], [0.8102140426635742, 6]]
Correct: 9 - [[0.3170488476753235, 9], [0.311349093914032, 9], [0.2728945314884186, 1]]
Correct: 6 - [[0.19860178232192993, 9], [0.6420866250991821, 6], [0.6741418242454529, 6]]
Correct: 2 - [[0.2678427994251251, 3], [0.5658861398696899, 2], [0.23131288588047028, 3]]
Correct: 2 - [[0.5696616768836975, 2], [0.9249354600906372, 2], [0.47208815813064575, 2]]
Correct: 4 - [[0.6387678384780884, 4], [0.9780083298683167, 4], [0.7078437209129333, 4]]
Correct: 1 - [[0.5580568313598633, 1], [0.9306125044822693, 1], [0.35348042845726013, 1]]
Correct: 0 - [[0.3256235718727112, 0], [0.46956053376197815, 2], [0.3477913737297058, 0]]
Correct: 5 - [[0.3353714644908905, 3], [0.32696467638015747, 3], [0.29349055886268616, 3]]
Correct: 0 - [[0.34892553091049194, 0], [0.7036023139953613, 0], [0.5525130033493042, 0]]
Correct: 8 - [[0.5752354860305786, 9], [0.44698864221572876, 9], [0.3205535411834717, 9]]
Correct: 9 - [[0.33307361602783203, 9], [0.47521352767944336, 9], [0.4509766697883606, 9]]
Correct: 3 - [[0.5509740114212036, 7], [0.28184768557548523, 2], [0.2848523259162903, 7]]
Correct: 5 - [[0.25679826736450195, 9], [0.37440913915634155, 2], [0.316433846950531, 6]]
Correct: 9 - [[0.6642337441444397, 9], [0.7266916036605835, 9], [0.8897593021392822, 9]]
Correct: 3 - [[0.6038070321083069, 3], [0.3676944077014923, 3], [0.4968034625053406, 3]]
Correct: 8 - [[0.24275504052639008, 8], [0.40900203585624695, 8], [0.21485461294651031, 4]]
Correct: 1 - [[0.25773781538009644, 9], [0.5100345611572266, 1], [0.47781890630722046, 1]]
Correct: 6 - [[0.3091035485267639, 3], [0.5923438668251038, 4], [0.23847925662994385, 6]]
Correct: 3 - [[0.5673907995223999, 3], [0.8074194192886353, 4], [0.6723635196685791, 4]]
Correct: 7 - [[0.8522842526435852, 7], [0.8440020680427551, 7], [0.41232967376708984, 7]]
Correct: 5 - [[0.4538380801677704, 9], [0.7517856955528259, 2], [0.21018283069133759, 8]]
Correct: 6 - [[0.2745629847049713, 9], [0.6807826161384583, 6], [0.5679183006286621, 1]]
Correct: 2 - [[0.5664878487586975, 2], [0.7384012341499329, 2], [0.37343141436576843, 4]]
Correct: 0 - [[0.3114199936389923, 0], [0.5370439291000366, 0], [0.7553896903991699, 0]]
Correct: 2 - [[0.24080871045589447, 1], [0.7958002090454102, 2], [0.5176984071731567, 8]]
Correct: 8 - [[0.416618674993515, 3], [0.9408559799194336, 3], [0.4010431468486786, 3]]
Correct: 2 - [[0.3009004294872284, 6], [0.6387720108032227, 6], [0.7414087057113647, 6]]
Correct: 8 - [[0.295021653175354, 9], [0.5640767216682434, 9], [0.4297441244125366, 9]]
Correct: 7 - [[0.3919401168823242, 7], [0.3297603726387024, 7], [0.4196820557117462, 4]]
Correct: 7 - [[0.49761709570884705, 7], [0.5872462391853333, 7], [0.24655361473560333, 7]]
Correct: 8 - [[0.3508314788341522, 8], [0.2774773836135864, 8], [0.19973315298557281, 8]]
Correct: 1 - [[0.398117333650589, 1], [0.663777768611908, 1], [0.5231468677520752, 1]]
Correct: 0 - [[0.41959211230278015, 7], [0.38533854484558105, 2], [0.36973628401756287, 0]]
Correct: 8 - [[0.46128490567207336, 2], [0.67176353931427, 7], [0.22441470623016357, 0]]
Correct: 9 - [[0.7962638139724731, 9], [0.3655535876750946, 9], [0.5072776079177856, 1]]
Correct: 7 - [[0.7778976559638977, 7], [0.815691351890564, 7], [0.3074968755245209, 7]]
Correct: 0 - [[0.4591452181339264, 0], [0.5061424970626831, 4], [0.2831067144870758, 3]]
Correct: 3 - [[0.47521504759788513, 3], [0.890086829662323, 3], [0.6661933660507202, 3]]
Correct: 8 - [[0.43111446499824524, 6], [0.3704226016998291, 6], [0.5006517767906189, 1]]
Correct: 0 - [[0.2996118366718292, 4], [0.5739585757255554, 2], [0.38767537474632263, 4]]
Correct: 5 - [[0.2931180000305176, 4], [0.6401175856590271, 4], [0.2835823595523834, 5]]
Correct: 9 - [[0.506313681602478, 9], [0.42330533266067505, 9], [0.2760394513607025, 9]]
Correct: 5 - [[0.2962725758552551, 2], [0.31041714549064636, 5], [0.406792014837265, 4]]
Correct: 8 - [[0.5435425639152527, 9], [0.46040356159210205, 2], [0.21611064672470093, 2]]
Correct: 4 - [[0.3485334515571594, 0], [0.619167685508728, 4], [0.3072611391544342, 4]]
Correct: 2 - [[0.43527185916900635, 3], [0.3987727761268616, 2], [0.20576149225234985, 6]]
Correct: 0 - [[0.27477869391441345, 0], [0.4916694760322571, 0], [0.28338930010795593, 4]]
Correct: 9 - [[0.6724352836608887, 9], [0.7585062980651855, 9], [0.4173145592212677, 1]]
Correct: 2 - [[0.5237872004508972, 7], [0.7328928112983704, 7], [0.4790656268596649, 9]]
Correct: 2 - [[0.5643085837364197, 2], [0.755646824836731, 4], [0.8171183466911316, 4]]
Correct: 4 - [[0.37266308069229126, 7], [0.6107255816459656, 2], [0.257032185792923, 1]]
Correct: 4 - [[0.46021607518196106, 7], [0.74153071641922, 4], [0.7698020935058594, 4]]
Correct: 9 - [[0.6216493844985962, 9], [0.6945790648460388, 9], [0.2975402772426605, 9]]
Correct: 2 - [[0.37412017583847046, 2], [0.8531522750854492, 2], [0.43666505813598633, 9]]
Correct: 2 - [[0.4111493229866028, 7], [0.40745556354522705, 2], [0.5564028024673462, 9]]
Correct: 2 - [[0.3917543590068817, 2], [0.8716713786125183, 2], [0.5893121361732483, 2]]
Correct: 5 - [[0.3828962445259094, 7], [0.38950562477111816, 4], [0.24227681756019592, 5]]
Correct: 1 - [[0.25125089287757874, 2], [0.34066858887672424, 7], [0.35295912623405457, 1]]
Correct: 3 - [[0.5213984847068787, 3], [0.443543940782547, 6], [0.5521249175071716, 6]]
Correct: 2 - [[0.6808581948280334, 2], [0.9381645917892456, 2], [0.28503596782684326, 2]]
Correct: 0 - [[0.6365078687667847, 0], [0.8178690671920776, 0], [0.29328322410583496, 1]]
Correct: 0 - [[0.4839726686477661, 9], [0.2749480605125427, 2], [0.24608221650123596, 2]]
Correct: 4 - [[0.480370432138443, 4], [0.8110446333885193, 4], [0.4680929183959961, 0]]
Correct: 0 - [[0.7764841914176941, 9], [0.5556957721710205, 9], [0.2195197492837906, 2]]
Correct: 6 - [[0.24421115219593048, 7], [0.9263237118721008, 2], [0.3170851469039917, 2]]
Correct: 5 - [[0.36417803168296814, 7], [0.7167843580245972, 2], [0.27671000361442566, 2]]
Correct: 8 - [[0.24769069254398346, 9], [0.4267716407775879, 2], [0.36211487650871277, 4]]
Correct: 0 - [[0.37348493933677673, 0], [0.33873629570007324, 0], [0.6284566521644592, 9]]
Correct: 5 - [[0.334633469581604, 3], [0.3315872848033905, 3], [0.20844359695911407, 2]]
Correct: 8 - [[0.30275318026542664, 8], [0.3352488577365875, 0], [0.43833088874816895, 8]]
Correct: 6 - [[0.2686847746372223, 6], [0.6567832231521606, 6], [0.690796971321106, 6]]
Correct: 4 - [[0.35082682967185974, 2], [0.35909539461135864, 2], [0.21722839772701263, 3]]
Correct: 8 - [[0.3148280680179596, 2], [0.4470084607601166, 2], [0.4493330717086792, 3]]
Correct: 5 - [[0.2965382933616638, 2], [0.3221791386604309, 3], [0.3130326569080353, 3]]
Correct: 2 - [[0.26197654008865356, 3], [0.36943551898002625, 1], [0.24338068068027496, 1]]
Correct: 9 - [[0.5627908110618591, 9], [0.4331170618534088, 9], [0.25710952281951904, 3]]
Correct: 7 - [[0.9472936987876892, 7], [0.8494158983230591, 7], [0.4351392388343811, 7]]
Correct: 9 - [[0.4956728219985962, 9], [0.4541056454181671, 2], [0.21099914610385895, 0]]
Correct: 7 - [[0.6732627749443054, 7], [0.7166436314582825, 7], [0.8112102746963501, 7]]
Correct: 1 - [[0.3059624135494232, 9], [0.34200695157051086, 3], [0.5340599417686462, 8]]
Correct: 0 - [[0.2646855115890503, 2], [0.6123083233833313, 2], [0.3766632676124573, 5]]
Correct: 1 - [[0.23769232630729675, 1], [0.37076854705810547, 2], [0.39910319447517395, 3]]
Correct: 9 - [[0.3195321261882782, 2], [0.5710903406143188, 4], [0.45052027702331543, 4]]
Correct: 6 - [[0.2125495970249176, 7], [0.8433213233947754, 2], [0.20085589587688446, 6]]
Correct: 9 - [[0.9253154993057251, 9], [0.8696588277816772, 9], [0.5115501284599304, 9]]
Correct: 2 - [[0.634812593460083, 4], [0.8130111694335938, 4], [0.4048753082752228, 4]]
Correct: 7 - [[0.3420552611351013, 7], [0.48228639364242554, 3], [0.6098798513412476, 3]]
Correct: 9 - [[0.5182076692581177, 9], [0.783414900302887, 9], [0.6508782505989075, 9]]
Correct: 4 - [[0.26281192898750305, 7], [0.304875910282135, 2], [0.35404080152511597, 5]]
Correct: 4 - [[0.38392698764801025, 4], [0.49099084734916687, 7], [0.4880279004573822, 4]]
Correct: 0 - [[0.49466678500175476, 0], [0.6430623531341553, 2], [0.6560026407241821, 0]]
Correct: 6 - [[0.4388658404350281, 2], [0.6836336255073547, 2], [0.17915497720241547, 4]]
Correct: 2 - [[0.39767977595329285, 3], [0.4721136689186096, 2], [0.7027356028556824, 3]]
Correct: 4 - [[0.8116380572319031, 4], [0.9238829016685486, 4], [0.6090375781059265, 4]]
Correct: 1 - [[0.36819806694984436, 0], [0.40207037329673767, 8], [0.25457334518432617, 8]]
Correct: 3 - [[0.5472606420516968, 3], [0.37644463777542114, 3], [0.369585245847702, 2]]
Correct: 7 - [[0.8463904857635498, 7], [0.4778608977794647, 2], [0.46487241983413696, 4]]
Correct: 2 - [[0.4650762379169464, 2], [0.6541649103164673, 2], [0.22445447742938995, 5]]
Correct: 8 - [[0.36262810230255127, 1], [0.40262743830680847, 1], [0.3450605273246765, 9]]
Correct: 5 - [[0.5628816485404968, 3], [0.649259626865387, 3], [0.48988068103790283, 3]]
Correct: 9 - [[0.5829592943191528, 9], [0.8573466539382935, 9], [0.4424906075000763, 9]]
Correct: 0 - [[0.5215060114860535, 0], [0.9311441779136658, 0], [0.4279930293560028, 9]]
Correct: 3 - [[0.6479003429412842, 3], [0.7698475122451782, 3], [0.42900532484054565, 3]]
Correct: 2 - [[0.40790969133377075, 9], [0.6641383767127991, 3], [0.4818556606769562, 3]]
Correct: 3 - [[0.7304301857948303, 3], [0.9594025611877441, 3], [0.3099948763847351, 3]]
